name,url,remote_testing,adaptive_irt,test_types,test_types_list,category,test_types_full,inferred_roles,embedding_text
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ UCF Development Action Planner Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Universal Competency Report 1.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: OPQ Universal Competency Report 2.0. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead']","Assessment Name: OPQ User and Managers Report. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead"
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,False,False,"P
S","['P', 'S']",Individual Test Solutions,"['Personality & Behavior', 'Simulations']",['General'],"Assessment Name: OPQ User Report. Assessment Type: Personality & Behavior, Simulations. Personality & Behavior assessment: Personality traits, work style, and behavior. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Oracle DBA (Advanced Level) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Oracle DBA (Entry Level) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Oracle PL/SQL (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Oracle WebLogic Server (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Organic Chemistry (New),https://www.shl.com/products/product-catalog/view/organic-chemistry-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Organic Chemistry (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Paint Technology (New),https://www.shl.com/products/product-catalog/view/paint-technology-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Paint Technology (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pediatrics (New),https://www.shl.com/products/product-catalog/view/pediatrics-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pediatrics (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pega Development (New),https://www.shl.com/products/product-catalog/view/pega-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pega Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Perl (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Petrochemical Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Petroleum Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pharmaceutical Analysis (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pharmaceutical Chemistry (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pharmaceutical Science (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pharmaceutics (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Pharmacology (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: PHP (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,False,False,"C
A
P","['C', 'A', 'P']",Individual Test Solutions,"['Competencies', 'Ability & Aptitude', 'Personality & Behavior']",['General'],"Assessment Name: PJM Development Report. Assessment Type: Competencies, Ability & Aptitude, Personality & Behavior. Competencies assessment: Role-specific competencies and skills. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,False,False,"A
C
P","['A', 'C', 'P']",Individual Test Solutions,"['Ability & Aptitude', 'Competencies', 'Personality & Behavior']",['General'],"Assessment Name: PJM Selection Report. Assessment Type: Ability & Aptitude, Competencies, Personality & Behavior. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Competencies assessment: Role-specific competencies and skills. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Polymer Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Power Electronics and Drives (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Power System Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Prism (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Production and Industrial Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Engineer'],Assessment Name: Production Engineering (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Engineer
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Programming Concepts. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Project Management (2013). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Proofreading v1. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],"['Python Developer', 'Software Engineer']","Assessment Name: Python (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Python Developer, Software Engineer"
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: R Programming (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: ReactJS (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,False,False,A,['A'],Individual Test Solutions,['Ability & Aptitude'],['General'],"Assessment Name: Reading Comprehension - English v1. Assessment Type: Ability & Aptitude. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as General"
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,False,False,A,['A'],Individual Test Solutions,['Ability & Aptitude'],['General'],"Assessment Name: Reading Comprehension - Spanish v1. Assessment Type: Ability & Aptitude. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as General"
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,False,False,A,['A'],Individual Test Solutions,['Ability & Aptitude'],['General'],"Assessment Name: Reading Comprehension v2. Assessment Type: Ability & Aptitude. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as General"
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,False,False,C,['C'],Individual Test Solutions,['Competencies'],['General'],Assessment Name: RemoteWorkQ. Assessment Type: Competencies. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as General
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,False,False,C,['C'],Individual Test Solutions,['Competencies'],"['Manager', 'Team Lead']","Assessment Name: RemoteWorkQ Manager Report. Assessment Type: Competencies. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as Manager, Team Lead"
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,False,False,C,['C'],Individual Test Solutions,['Competencies'],['General'],Assessment Name: RemoteWorkQ Participant Report. Assessment Type: Competencies. Competencies assessment: Role-specific competencies and skills. Suitable for roles such as General
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: RESTful Web Services (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,False,False,"B
K
S
A","['B', 'K', 'S', 'A']",Individual Test Solutions,"['Biodata & Situational Judgement', 'Knowledge & Skills', 'Simulations', 'Ability & Aptitude']",['Sales Professional'],"Assessment Name: Retail Sales and Service Simulation. Assessment Type: Biodata & Situational Judgement, Knowledge & Skills, Simulations, Ability & Aptitude. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Knowledge & Skills assessment: Technical and functional knowledge assessment. Simulations assessment: Realistic simulations of job tasks. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as Sales Professional"
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Reviewing Forms - US (R1). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Ruby (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Ruby on Rails (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,False,False,"S
B","['S', 'B']",Individual Test Solutions,"['Simulations', 'Biodata & Situational Judgement']",['Sales Professional'],"Assessment Name: Sales & Service Phone Simulation. Assessment Type: Simulations, Biodata & Situational Judgement. Simulations assessment: Realistic simulations of job tasks. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Suitable for roles such as Sales Professional"
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,False,False,"B
P
S","['B', 'P', 'S']",Individual Test Solutions,"['Biodata & Situational Judgement', 'Personality & Behavior', 'Simulations']",['Sales Professional'],"Assessment Name: Sales & Service Phone Solution. Assessment Type: Biodata & Situational Judgement, Personality & Behavior, Simulations. Biodata & Situational Judgement assessment: Past behavior and situational decision-making. Personality & Behavior assessment: Personality traits, work style, and behavior. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as Sales Professional"
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,False,False,"P
P","['P', 'P']",Individual Test Solutions,"['Personality & Behavior', 'Personality & Behavior']",['Sales Professional'],"Assessment Name: Sales Interview Guide. Assessment Type: Personality & Behavior, Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['Sales Professional'],"Assessment Name: Sales Profiler Cards. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['Sales Professional'],"Assessment Name: Sales Transformation 1.0 - Individual Contributor. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['Sales Professional'],"Assessment Name: Sales Transformation 2.0 - Individual Contributor. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Sales Professional"
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead', 'Sales Professional']","Assessment Name: Sales Transformation Report 1.0 - Sales Manager. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead, Sales Professional"
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],"['Manager', 'Team Lead', 'Sales Professional']","Assessment Name: Sales Transformation Report 2.0 - Sales Manager. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as Manager, Team Lead, Sales Professional"
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Sales Professional'],Assessment Name: Salesforce Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Sales Professional
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP ABAP (Advanced Level) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP ABAP (Intermediate Level) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP Basis (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP Business Objects WebI (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP BW (Business Warehouse) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP HCM (Human Capital Management) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP Hybris (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SAP Materials Management (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['Sales Professional'],Assessment Name: SAP SD (Sales and Distribution) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as Sales Professional
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Search Engine Optimization (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Selenium (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Shell Scripting (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,False,False,"A
S","['A', 'S']",Individual Test Solutions,"['Ability & Aptitude', 'Simulations']",['General'],"Assessment Name: SHL Verify Interactive - Inductive Reasoning. Assessment Type: Ability & Aptitude, Simulations. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,False,False,"A
S","['A', 'S']",Individual Test Solutions,"['Ability & Aptitude', 'Simulations']",['General'],"Assessment Name: SHL Verify Interactive – Deductive Reasoning. Assessment Type: Ability & Aptitude, Simulations. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,False,False,"A
S","['A', 'S']",Individual Test Solutions,"['Ability & Aptitude', 'Simulations']",['General'],"Assessment Name: SHL Verify Interactive – Numerical Reasoning. Assessment Type: Ability & Aptitude, Simulations. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Simulations assessment: Realistic simulations of job tasks. Suitable for roles such as General"
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,False,False,A,['A'],Individual Test Solutions,['Ability & Aptitude'],['General'],"Assessment Name: SHL Verify Interactive G+. Assessment Type: Ability & Aptitude. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as General"
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,False,False,A,['A'],Individual Test Solutions,['Ability & Aptitude'],['General'],"Assessment Name: SHL Verify Interactive Numerical Calculation. Assessment Type: Ability & Aptitude. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Suitable for roles such as General"
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Siebel Development (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Smart Interview Live. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Smart Interview Live Coding. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,False,False,P,['P'],Individual Test Solutions,['Personality & Behavior'],['General'],"Assessment Name: Smart Interview On Demand. Assessment Type: Personality & Behavior. Personality & Behavior assessment: Personality traits, work style, and behavior. Suitable for roles such as General"
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Social Media (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Software Business Analysis. Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: SonarQube (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Spelling (U.S.) (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,False,False,"A
K","['A', 'K']",Individual Test Solutions,"['Ability & Aptitude', 'Knowledge & Skills']",['General'],"Assessment Name: Split Screen Typing Test - Form 1. Assessment Type: Ability & Aptitude, Knowledge & Skills. Ability & Aptitude assessment: Cognitive abilities such as numerical, verbal, and logical reasoning. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General"
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,False,False,K,['K'],Individual Test Solutions,['Knowledge & Skills'],['General'],Assessment Name: Spring (New). Assessment Type: Knowledge & Skills. Knowledge & Skills assessment: Technical and functional knowledge assessment. Suitable for roles such as General
